,favourites_count,followers_count,friends_count,listed_count,retweet_count,statuses_count,text_length
8583,31586,828,3355,47,198,38243,76
8584,12399,573,502,37,0,23295,53
8585,105455,2472,1968,126,13,157014,125
8586,2997,302,845,10,1,6554,120
8587,7471,387,460,22,0,10614,132
8588,92623,24034,2562,361,3,102230,84
8589,29282,738,1060,64,0,28792,55
8590,36111,1599,1198,73,79,57572,126
8591,8039,228,415,15,1,9642,120
8592,2224,201,311,8,3,6588,140
8593,19681,1645,904,62,0,52404,101
8594,1194,5732,6478,99,20,1296,140
8595,1194,5732,6478,99,180,1296,140
8596,106,133,92,4,129,2936,129
8597,19591,91,222,6,48,8011,140
8598,10864,800,842,47,0,13751,140
8599,106635,713,740,122,0,82028,144
8600,63,34,20,0,1,1772,130
8601,922,303,517,11,4,7118,123
8602,10143,414,469,7,0,7696,121
8603,13863,363,525,14,3,15706,47
8604,4390,602,1474,7,2,5952,89
8605,6682,59,512,6,251,6542,140
8606,36111,1599,1198,73,75,57572,92
8607,82532,37231,1002,733,0,209411,130
8608,53148,2956,602,139,0,84867,133
8609,810,72,173,1,0,1505,69
8610,7471,387,460,22,0,10614,88
8611,5883,70,64,3,0,4275,130
8612,402,161,260,2,5,1027,122
8613,2930,226,922,3,0,8337,135
8614,0,0,0,0,0,19,117
8615,16001,1950,1874,20,2,15474,109
8616,1910,2032,1262,114,48,65463,140
8617,10532,862,798,32,14,40558,140
8618,25,21,14,0,0,523,140
8619,6913,708,1298,12,251,15987,140
8620,4057,91,99,4,0,4521,78
8621,7151,136,644,9,48,4441,140
8622,38940,1231,0,52,0,21836,140
8623,216,220,1054,2,20,3535,140
8624,25,21,14,0,0,523,132
8625,20907,553,29,35,8,57271,94
8626,12399,573,502,37,0,23295,140
8627,19681,1645,904,62,1,52404,106
8628,216,220,1054,2,2,3535,109
8629,8027,160,134,13,251,11430,140
8630,191714,1701,1202,141,13,174139,125
8631,652,100,238,1,4,2793,76
8632,75824,1767,1796,91,1,73397,139
8633,3351,451,1076,15,0,8654,91
8634,7397,524,996,11,3,5937,68
8635,2346,193,50,18,1,14605,144
8636,6672,1480,1885,43,4,9370,140
8637,68949,1589,1037,49,3,93470,140
8638,8487,1142,872,21,0,19254,140
8639,16705,805,1511,12,18,16455,140
8640,6389,972,1330,13,135,6226,140
8641,534,63,92,2,0,4048,56
8642,6613,2426,280,33,102,6233,140
8643,39031,789,1910,23,12,28519,140
8644,36111,1599,1198,73,98,57572,140
8645,0,0,0,0,0,19,64
8646,16705,805,1511,12,13,16455,125
8647,100120,1455,1817,38,17,45034,140
8648,31586,828,3355,47,102,38243,140
8649,16001,1950,1874,20,1,15474,130
8650,1220,79,410,4,0,1778,116
8651,4390,602,1474,7,102,5952,140
8652,16705,805,1511,12,2,16455,77
8653,20907,553,29,35,10,57271,94
8654,7,3361,1983,640,0,236938,139
8655,1038,817,381,20,102,49968,140
8656,208,66,116,1,5,429,122
8657,146994,719,1216,91,0,98327,107
8658,14662,424,725,20,180,9247,140
8659,7181,130,646,2,0,4418,124
8660,2376,682,1247,5,102,8395,140
8661,30262,808,1561,34,0,58920,127
8662,1779,1092,486,25,165,238168,140
8663,5568,3028,2782,289,0,181533,102
8664,1194,5732,6478,99,26,1296,140
8665,398,931,1058,18,11,13318,129
8666,54207,1239,497,45,54,108570,140
8667,195,73,179,4,51,2353,66
8668,34079,540,887,27,5,14735,122
8669,2317,147,221,3,46,4498,46
8670,7199,126,280,6,0,8080,140
8671,1229,113,168,5,24,3669,116
8672,30602,636,837,19,5,19422,122
8673,19,23,75,1,1,404,110
8674,38,629,1475,0,0,1443,135
8675,230,264,576,5,0,8481,109
8676,64845,134,411,26,115,59043,144
8677,520,1284,1384,48,0,8191,81
8678,16001,1950,1874,20,102,15474,140
8679,1229,113,168,5,21,3669,140
8680,5413,446,782,5,102,5713,140
8681,16001,1950,1874,20,1,15474,140
8682,17247,1647,2323,285,9,285274,140
8683,29831,878,762,13,4,38138,76
8684,0,189,80,7,0,340,125
8685,13863,363,525,14,1,15706,138
8686,9338,894,404,35,1,43585,128
8687,4622,1574,1592,23,0,31355,139
8688,43237,1455,280,43,4,75377,140
8689,6284,1023,549,11,102,14212,140
8690,1390,411,996,4,0,1475,56
8691,4300,5232,465,89,0,19608,82
8692,64,4159,116,91,0,103603,104
8693,64,4159,116,91,0,103603,73
8694,216,220,1054,2,102,3535,140
8695,1104,219,466,7,102,1942,140
8696,402,161,260,2,102,1027,140
8697,15693,502,339,11,3,22206,68
8698,30602,636,837,19,102,19422,140
8699,31287,778,473,38,102,26416,140
8700,8039,228,415,15,1,9642,82
8701,64,4159,116,91,0,103603,58
8702,14662,424,725,20,15,9247,140
8703,40818,506,217,24,3,87938,140
8704,31586,828,3355,47,26,38243,140
8705,6830,612,920,10,11,6876,140
8706,13782,914,187,21,174,45341,140
8707,115594,1833,1495,57,0,80337,31
8708,7218,817,1087,59,11,34634,140
8709,64,4159,116,91,0,103603,63
8710,31586,828,3355,47,2,38243,77
8711,1695,5662,5716,25,1,109431,90
8712,2155,68,272,4,8,3338,140
8713,38940,1231,0,52,0,21836,144
8714,402,161,260,2,11,1027,140
8715,61947,563,223,118,0,48759,136
8716,30944,287,905,38,1076,31135,144
8717,4486,195,357,12,135,10960,140
8718,1268,3850,4998,68,11,434046,140
8719,55495,284,620,30,251,38404,140
8720,50,91,195,6,102,1393,140
8721,34,49,119,2,1,1123,136
8722,13863,363,525,14,135,15706,140
8723,71468,2129,1987,133,102,87536,140
8724,22924,3339,3365,27,7,15694,140
8725,3509,2335,22,21,7,7640,137
8726,8039,228,415,15,3,9642,140
8727,31586,828,3355,47,1,38243,64
8728,7218,817,1087,59,102,34634,140
8729,191715,1701,1202,141,10,174140,140
8730,10785,713,702,46,102,47446,140
8731,39790,1144,1819,64,10,39657,140
8732,503,47,102,1,1,3049,132
8733,2,165,130,5,0,833,125
8734,3351,451,1076,15,0,8654,63
8735,54207,1239,497,45,7,108570,140
8736,1371,523,773,10,11,11736,140
8737,1526,726,1579,9,251,5162,140
8738,44,724,55,5,0,2115,65
8739,3,4,0,0,0,161,92
8740,895,113,188,2,5,2312,100
8741,25,192,302,11,0,4130,125
8742,5883,70,64,3,0,4275,98
8743,652,100,238,1,0,2793,78
8744,17052,1593,1117,45,0,27278,134
8745,5226,533,980,7,0,5338,99
8746,0,0,8,0,0,423,137
8747,11476,1331,1467,11,0,14561,132
8748,31586,828,3355,47,9,38243,140
8749,16001,1950,1874,20,1,15474,140
8750,30602,636,837,19,198,19422,76
8751,43516,472,1080,41,135,28483,140
8752,2936,1038,347,26,1,18734,133
8753,29282,738,1060,64,3,28792,68
8754,43406,2087,3454,180,3,83456,140
8755,5500,568,799,39,0,13173,133
8756,147,70,69,3,0,5319,128
8757,31586,828,3355,47,7,38243,140
8758,8603,1279,554,18,135,13708,140
8759,17247,1647,2323,285,3,285274,140
8760,6033,1416,876,21,99,26275,140
8761,239982,521,171,11,6,6407,107
8762,36424,272,1152,14,43,18883,144
8763,12399,573,502,37,0,23295,78
8764,85117,407,187,63,102,72974,140
8765,40081,1657,849,175,1,36934,106
8766,239982,521,171,11,23,6407,140
8767,2317,147,221,3,0,4498,135
8768,652,100,238,1,7,2793,140
8769,17076,223,146,9,180,21529,140
8770,106635,713,740,122,102,82029,140
8771,18833,339,682,17,0,16549,99
8772,13863,363,525,14,12,15706,140
8773,158,97,48,1,7,690,140
8774,30262,808,1561,34,0,58920,140
8775,398,931,1058,18,0,13318,137
8776,85137,1231,3067,107,1,45215,123
8777,378,39,224,2,251,2128,140
8778,75824,1767,1796,91,0,73397,140
8779,13,9,47,0,102,147,140
8780,70036,515,496,49,7,42801,140
8781,652,100,238,1,43,2793,152
8782,7471,387,460,22,0,10614,139
8783,7308,291,1067,7,35,5544,136
8784,2930,226,922,3,0,8337,140
8785,105455,2472,1968,126,102,157014,140
8786,40081,1657,849,175,906,36934,139
8787,579,1477,66,47,3,27489,101
8788,644,158,272,1,2,385,85
8789,3346,407,934,7,135,5314,140
8790,41598,1145,1149,26,0,20430,80
8791,4043,315,662,7,102,3552,140
8792,321,90,294,0,135,371,140
8793,6401,1942,2644,45,26,33082,139
8794,816,65,101,4,2,1728,137
8795,7218,817,1087,59,9,34634,140
8796,4838,202,532,4,15,5791,140
8797,105455,2472,1968,126,1,157014,110
8798,54207,1239,497,45,43,108570,152
8799,3058,155,361,3,180,3006,140
8800,2424,1119,1185,14,0,9065,138
8801,49,1,9,0,7,223,140
8802,13,30,129,2,1,890,140
8803,105455,2472,1968,126,37,157014,117
8804,898,1408,1212,8,43,1924,152
8805,31586,828,3355,47,98,38243,140
8806,8570,354,332,19,3,16809,119
8807,31586,828,3355,47,11,38243,140
8808,7375,1002,1152,11,3,9019,119
8809,28282,1644,2428,32,4,63597,140
8810,1695,5662,5716,25,4,109431,140
8811,105455,2472,1968,126,2,157014,140
8812,2,12,0,0,99,766,140
8813,26884,265,1277,24,9,35811,140
8814,14105,448,95,16,180,19924,140
8815,16001,1950,1874,20,2,15474,106
8816,807,70,84,8,0,3553,140
8817,2864,407,912,2,12,3950,140
8818,105455,2472,1968,126,4,157014,140
8819,105455,2472,1968,126,5,157014,121
8820,5256,790,1197,13,2,23969,140
8821,2346,193,50,18,0,14605,127
8822,6033,1416,876,21,8,26275,140
8823,32295,10349,10235,141,43,80835,152
8824,800,16,166,0,1,227,140
8825,31950,1296,1598,46,102,39623,140
8826,8039,228,415,15,1,9642,137
8827,14456,161,257,4,43,16134,152
8828,6672,1480,1885,43,1,9370,140
8829,445,96,226,2,1,534,140
8830,807,70,84,8,0,3553,137
8831,2618,583,1202,10,8,4284,140
8832,2,12,0,0,23,766,140
8833,613,112,385,3,0,1481,68
8834,5187,316,497,7,122,4969,140
8835,66420,776,1822,22,165,55967,140
8836,19905,225,73,27,6,19952,140
8837,1010,691,1176,8,92,6632,140
8838,49,1,9,0,1,223,140
8839,25,21,14,0,0,523,140
8840,22380,440,1266,13,90,16503,144
8841,4390,602,1474,7,32,5952,111
8842,1537,361,183,7,0,1325,137
8843,18029,186,76,37,51,12934,140
8844,6090,261,397,48,0,17759,140
8845,1239,204,298,4,8,3981,140
8846,31586,828,3355,47,122,38243,140
8847,11813,482,460,14,48,35435,140
8848,1371,523,773,10,1,11736,134
8849,130429,268,525,23,249,88932,49
8850,14619,18,472,7,12,14909,140
8851,77,97,283,0,0,376,56
8852,48990,473,406,20,1066,21512,148
8853,11866,120,232,18,251,11157,140
8854,105455,2472,1968,126,43,157014,152
8855,231317,6951,5089,140,122,132056,140
8856,4390,602,1474,7,135,5952,140
8857,3281,145,195,6,611,7877,140
8858,19905,225,73,27,99,19952,140
8859,581,46,18,2,174,554,140
8860,3765,368,554,13,180,3354,140
8861,4334,180,175,4,249,12072,49
8862,191715,1701,1202,141,37,174140,117
8863,191715,1701,1202,141,5,174140,121
8864,49,1,9,0,0,223,140
8865,113035,426,530,28,251,52347,140
8866,39983,1556,1378,116,35,81522,128
8867,1017,68,158,0,0,1728,78
8868,1371,523,773,10,0,11736,138
8869,15682,276,241,26,43,32293,152
8870,3245,500,70,6,3,3097,81
8871,1155,126,291,4,43,2347,152
8872,321,72,94,1,5,1246,121
8873,5868,318,329,16,0,29223,135
8874,3353,46,57,6,21,3569,140
8875,4489,9711,1476,123,3,43322,63
8876,2930,226,922,3,0,8337,136
8877,2618,583,1202,10,0,4284,115
8878,3058,155,361,3,172,3006,140
8879,329,109,146,0,0,850,140
8880,191715,1701,1202,141,26,174140,139
8881,29282,738,1060,64,0,28792,140
8882,711,98,202,1,10,1796,140
8883,58177,423,861,8,8,50298,140
8884,4480,79,163,0,90,23029,140
8885,2708,6530,491,320,6,36805,135
8886,7654,903,1526,4,0,9421,93
8887,1334,246,680,3,253,1495,144
8888,3493,259,833,4,1,3003,118
8889,28282,1644,2428,32,2,63597,140
8890,3353,46,57,6,216,3569,140
8891,18029,186,76,37,205,12934,140
8892,815,499,930,1,0,826,140
8893,6672,1480,1885,43,180,9370,140
8894,1155,126,291,4,122,2347,140
8895,191715,1701,1202,141,0,174140,104
8896,417,194,399,1,33,1298,86
8897,13863,363,525,14,1,15706,89
8898,406508,830,1304,47,906,141723,139
8899,11476,1331,1467,11,0,14561,132
8900,32778,330,465,43,3,12389,140
8901,3935,29,56,3,1,9413,77
8902,9338,894,404,35,0,43585,138
8903,581,46,18,2,6,554,130
8904,5256,790,1197,13,26,23969,139
8905,1625,78,414,4,0,4570,127
8906,1850,115,138,4,3,3069,140
8907,5868,318,329,16,251,29223,140
8908,23680,1866,1686,163,0,68479,127
8909,14619,18,472,7,43,14909,152
8910,62898,1606,416,102,0,67327,127
8911,329,109,146,0,0,850,134
8912,6758,795,157,9,26,23169,140
8913,0,2,1,0,0,62,61
8914,127,5,24,1,419,351,133
8915,37065,769,953,30,0,30397,63
8916,70548,930,619,67,135,120789,140
8917,25,21,14,0,0,523,140
8918,97891,323,316,28,313,42677,92
8919,1411,58,179,4,0,11086,90
8920,62520,534,570,8,0,9390,59
8921,2631,429,490,11,2,6637,127
8922,107,27,60,0,251,220,140
8923,19681,1645,904,62,3,52404,140
8924,32778,330,465,43,125,12389,129
8925,0,22,0,1,0,4507,15
8926,4024,132,108,12,1,13112,102
8927,99386,2460,467,12,3,120149,81
8928,4492,810,1512,6,8,12170,140
8929,105455,2472,1968,126,26,157014,139
8930,16001,1950,1874,20,3,15474,120
8931,268,118,61,2,4,528,140
8932,50685,1712,344,244,906,41509,139
8933,1371,523,773,10,79,11736,126
8934,810,72,173,1,1,1505,61
8935,9,64,150,1,6,260,107
8936,16001,1950,1874,20,1,15474,130
8937,1678,349,656,3,16,1663,139
8938,5256,790,1197,13,351,23969,144
8939,1194,5732,6478,99,40,1296,67
8940,7199,126,280,6,1,8080,119
8941,3195,232,192,11,0,19657,112
8942,3353,46,57,6,96,3569,140
8943,22380,440,1266,13,1066,16503,148
8944,704,289,785,6,0,1928,102
8945,25853,1144,1100,19,0,11165,96
8946,7245,584,597,66,6,15273,140
8947,5256,790,1197,13,38,23969,140
8948,0,0,0,0,0,109,132
8949,3353,46,57,6,109,3569,140
8950,4250,818,115,20,1066,13156,148
8951,898,1408,1212,8,3,1924,102
8952,157604,12379,1387,233,43,210526,152
8953,1,1,4,0,251,5,140
8954,5702,750,1011,48,1,30113,140
8955,2441,68,369,1,1,1317,127
8956,32778,330,465,43,99,12389,140
8957,70548,930,619,67,251,120789,140
8958,1389,791,1513,1,351,1190,144
8959,5256,790,1197,13,60,23969,126
8960,652,100,238,1,2,2793,140
8961,152,214,227,10,10,3321,137
8962,77270,2378,79,63,198,18143,76
8963,92,1341,877,4,0,1192,60
8964,36111,1599,1198,73,1,57572,109
8965,4043,315,662,7,135,3552,140
8966,4274,136,289,5,1066,12506,148
8967,7471,387,460,22,0,10614,135
8968,19905,225,73,27,7,19952,140
8969,342,25,42,0,4,2678,134
8970,191716,1701,1202,141,14,174141,135
8971,704,289,785,6,1,1928,140
8972,113434,2177,3099,113,0,54522,134
8973,2376,682,1247,5,2,8395,126
8974,1673,213,256,3,2,2251,135
8975,1033,33,62,6,135,873,140
8976,9338,894,404,35,1,43585,117
8977,28283,1644,2428,32,14,63598,140
8978,1215,42,132,2,55,1420,140
8979,127333,1374,3879,79,7,133165,140
8980,10038,1499,1749,25,24,12295,106
8981,3281,145,195,6,278,7877,140
8982,16001,1950,1874,20,8,15474,140
8983,46720,4301,1041,85,15,99017,135
8984,3353,46,57,6,72,3569,115
8985,6284,1023,549,11,14,14212,140
8986,7199,126,280,6,0,8080,136
8987,2077,268,446,8,14,4651,140
8988,20105,665,1030,70,6,19154,140
8989,16778,1014,1643,32,7,13646,122
8990,28283,1644,2428,32,55,63598,140
8991,390,41,27,4,0,3454,140
8992,50889,209,994,6,251,4522,140
8993,1695,5662,5716,25,1,109431,101
8994,7648,131,307,1,8,19055,140
8995,18467,451,322,36,58,26797,134
8996,7925,446,1434,22,0,22192,113
8997,90,101,284,0,2,730,117
8998,19905,225,73,27,1,19952,137
8999,39983,1556,1378,116,47,81522,68
9000,76775,91,280,42,207,48575,110
9001,76775,91,280,42,109,48575,126
9002,19905,225,73,27,2,19952,140
9003,1673,213,256,3,1,2251,97
9004,807,70,84,8,0,3553,139
9005,9514,170,265,12,25,37036,110
9006,6410,113,261,16,7,12677,140
9007,127333,1374,3879,79,1,133165,121
9008,1184,413,543,17,0,8951,131
9009,402,161,260,2,20,1027,118
9010,5187,316,497,7,1,4969,39
9011,27930,228,624,7,102,8804,140
9012,3911,404,733,4,3,24713,98
9013,2201,1310,1593,13,1,5631,140
9014,76775,91,280,42,124,48575,86
9015,28283,1644,2428,32,2,63598,140
9016,46720,4301,1041,85,7,99017,130
9017,9,64,150,1,611,260,140
9018,6410,113,261,16,15,12677,140
9019,138370,19102,2103,287,26,151683,140
9020,1526,726,1579,9,23,5162,140
9021,1166,96,125,3,3,3380,123
9022,25,21,14,0,0,523,140
9023,13863,363,525,14,0,15706,64
9024,5256,790,1197,13,146,23969,140
9025,77270,2378,79,63,11,18143,140
9026,39983,1556,1378,116,256,81522,140
9027,4492,810,1512,6,0,12170,80
9028,2983,78,71,2,102,3688,140
9029,5256,790,1197,13,15,23969,140
9030,5256,790,1197,13,5,23969,140
9031,3509,2335,22,21,1549,7640,140
9032,158,97,48,1,20,690,103
9033,20105,665,1030,70,1,19154,140
9034,548,171,382,0,5,611,135
9035,50889,209,994,6,99,4522,140
9036,6882,586,502,17,55,44730,140
9037,2567,154,354,1,3,2985,120
9038,118,74,56,3,8,2693,140
9039,4608,1689,1726,10,351,6458,144
9040,18467,451,322,36,1549,26797,140
9041,30262,808,1561,34,0,58920,130
9042,127333,1374,3879,79,1,133165,140
9043,14105,448,95,16,55,19924,140
9044,5187,316,497,7,3,4969,130
9045,252001,1613,1359,103,102,103816,140
9046,5281,228,449,2,7,3738,140
9047,70548,930,619,67,125,120789,129
9048,216,220,1054,2,3,3535,120
9049,16455,1365,136,17,4,25764,140
9050,6410,113,261,16,0,12677,114
9051,7308,291,1067,7,251,5544,140
9052,6830,612,920,10,43,6876,152
9053,212533,736,333,95,205,156643,95
9054,5697,343,514,23,26,12625,140
9055,3353,46,57,6,1066,3569,148
9056,2567,154,354,1,1,2985,81
9057,13863,363,525,14,15,15706,140
9058,38095,2090,1784,68,55,38662,140
9059,147,70,69,3,0,5319,130
9060,5868,318,329,16,61,29223,140
9061,29282,738,1060,64,3,28792,137
9062,402,161,260,2,256,1027,140
9063,807,70,84,8,0,3553,139
9064,16455,1365,136,17,55,25764,140
9065,27930,228,624,7,43,8804,152
9066,76775,91,280,42,151,48575,130
9067,37,66,617,0,256,1721,140
9068,1327,113,246,5,275,1783,100
9069,76775,91,280,42,249,48575,49
9070,61947,563,223,118,1,48759,137
9071,4057,91,99,4,0,4521,122
9072,43237,1455,280,43,0,75377,130
9073,3509,2335,22,21,18,7640,136
9074,1960,223,81,3,3,9531,109
9075,252001,1613,1359,103,4,103816,140
9076,2224,201,311,8,38,6588,140
9077,402,161,260,2,21,1027,132
9078,16455,1365,136,17,58,25764,134
9079,39983,1556,1378,116,45,81522,101
9080,14678,221,91,9,0,32052,58
9081,16455,1365,136,17,38,25764,140
9082,252001,1613,1359,103,11,103816,140
9083,4774,122,44,3,55,10287,140
9084,13863,363,525,14,99,15706,140
9085,19905,225,73,27,3,19952,130
9086,46720,4301,1041,85,9,99017,140
9087,56128,1221,1258,224,298,166845,140
9088,2201,1310,1593,13,0,5631,138
9089,209,576,470,13,58,7771,134
9090,140216,967,506,40,313,95435,92
9091,39983,1556,1378,116,63,81522,144
9092,63949,456,325,30,135,38489,140
9093,146994,719,1216,91,72,98327,115
9094,105455,2472,1968,126,72,157014,115
9095,57,62,39,2,251,2549,140
9096,2068,1642,1528,76,1,105149,126
9097,402,161,260,2,18,1027,140
9098,231317,6951,5089,140,21,132056,117
9099,2317,147,221,3,7,4498,140
9100,6672,1480,1885,43,0,9370,130
9101,43237,1455,280,43,102,75377,140
9102,54207,1239,497,45,18,108570,140
9103,5702,750,1011,48,0,30113,111
9104,1823,68,392,0,4,4987,140
9105,23523,880,1895,38,15,19278,140
9106,13863,363,525,14,3,15706,137
9107,19916,9749,3301,241,63,31869,144
9108,5187,316,497,7,21,4969,132
9109,3058,155,361,3,26,3006,140
9110,64,4159,116,91,0,103603,101
9111,2317,147,221,3,0,4498,134
9112,36111,1599,1198,73,55,57572,140
9113,43516,472,1080,41,7,28483,140
9114,2478,422,887,6,0,4101,133
9115,19905,225,73,27,21,19952,132
9116,54207,1239,497,45,0,108570,135
9117,3093,853,868,9,146,7686,140
9118,5568,500,668,12,58,8330,134
9119,548,171,382,0,3,611,140
9120,60853,550,236,39,1,42263,126
9121,2409,201,152,115,0,4878,111
9122,30262,808,1561,34,0,58920,136
9123,46720,4301,1041,85,0,99017,21
9124,19905,225,73,27,9,19952,140
9125,2171,117,304,14,0,6276,136
9126,1946,63,185,2,102,2501,140
9127,79,1686,984,109,0,32669,89
9128,39983,1556,1378,116,160,81522,62
9129,7925,446,1434,22,0,22192,140
9130,32674,267,213,66,1,38083,117
9131,65354,1073,948,76,146,60457,140
9132,4308,627,765,9,146,6793,140
9133,1673,213,256,3,3,2251,98
9134,321,72,94,1,43,1246,152
9135,239982,521,171,11,0,6407,101
9136,1946,63,185,2,135,2501,140
9137,13,30,129,2,0,890,133
9138,12353,1547,1260,27,18,65026,140
9139,6672,1480,1885,43,0,9370,118
9140,71468,2129,1987,133,21,87536,132
9141,12641,2275,1865,34,2,10405,139
9142,4774,122,44,3,0,10287,97
9143,39983,1556,1378,116,1,81522,77
9144,14829,281,1172,10,4,8878,139
9145,39983,1556,1378,116,1,81522,67
9146,5067,741,1214,11,8,5468,140
9147,9070,974,1555,12,8,7251,140
9148,4774,122,44,3,38,10287,140
9149,43516,472,1080,41,20,28483,118
9150,64,4159,116,91,2,103603,70
9151,54207,1239,497,45,1549,108570,140
9152,8,3,42,0,0,96,116
9153,64,4159,116,91,1,103603,65
9154,30388,329,687,37,0,33576,61
9155,64,4159,116,91,0,103603,60
9156,71468,2129,1987,133,38,87536,140
9157,115594,1833,1495,57,38,80337,140
9158,1850,115,138,4,419,3069,133
9159,39983,1556,1378,116,88,81522,140
9160,253,48,60,1,1,1415,140
9161,6410,113,261,16,41,12677,140
9162,43516,472,1080,41,15,28483,140
9163,10225,1148,1020,4,1,9674,140
9164,158,97,48,1,1,690,140
9165,147,70,69,3,3,5319,140
9166,7199,126,280,6,0,8080,99
9167,43406,2087,3454,180,0,83456,133
9168,7,67,81,5,0,196,66
9169,523784,3995,2479,303,146,499699,140
9170,257,92,47,2,6,1047,136
9171,30944,287,905,38,99,31135,140
9172,60853,550,236,39,1,42263,85
9173,147,70,69,3,1,5319,97
9174,30944,287,905,38,205,31135,140
9175,523784,3995,2479,303,18,499699,140
9176,402,161,260,2,251,1027,140
9177,445,96,226,2,0,534,137
9178,1675,350,260,7,41,14041,140
9179,10225,1148,1020,4,43,9674,152
9180,16455,1365,136,17,4,25764,65
9181,13300,1923,1673,138,419,132063,133
9182,92623,24034,2562,361,3,102230,98
9183,5568,3028,2782,289,0,181533,94
9184,62847,2435,1561,86,21,73628,132
9185,71468,2129,1987,133,18,87536,140
9186,54052,197,510,18,129,33330,129
9187,16934,32221,451,267,41,84977,140
9188,9,64,150,1,263,260,140
9189,3968,286,1079,10,9,12125,140
9190,11477,482,713,42,3,20301,112
9191,30944,287,905,38,251,31135,140
9192,2077,268,446,8,1,4651,128
9193,655,78,99,1,2,814,135
9194,6177,367,332,16,0,21254,130
9195,13863,363,525,14,18,15706,140
9196,26,52,11,1,0,4634,143
9197,117746,614,573,68,1,65275,118
9198,1850,115,138,4,351,3069,144
9199,60853,550,236,39,2,42263,90
9200,358,489,54,3,1,721,140
9201,402,161,260,2,4,1027,139
9202,13,9,47,0,1066,147,148
9203,1465,923,1448,10,58,5506,134
9204,63496,1751,2469,33,3,58063,130
9205,5568,3028,2782,289,0,181533,93
9206,14829,281,1172,10,58,8878,134
9207,2471,2008,78,25,11,9174,140
9208,3058,155,361,3,135,3006,140
9209,39153,604,1119,23,21,31251,132
9210,14105,448,95,16,4,19924,80
9211,12286,173,1066,6,0,3248,128
9212,144,1463,478,68,351,76021,144
9213,402,161,260,2,145,1027,139
9214,30944,287,905,38,135,31135,140
9215,6882,586,502,17,146,44730,140
9216,19905,225,73,27,6,19952,140
9217,4308,627,765,9,72,6793,115
9218,43,34,14,10,0,3808,24
9219,2478,422,887,6,1,4101,139
9220,417,194,399,1,72,1298,138
9221,19681,1645,904,62,0,52404,103
9222,10225,1148,1020,4,21,9674,132
9223,63,34,20,0,0,1772,107
9224,3968,286,1079,10,4,12125,140
9225,39790,1144,1819,64,18,39657,140
9226,4492,810,1512,6,4,12170,80
9227,463,652,886,12,1,3969,123
9228,1389,791,1513,1,0,1190,90
9229,5256,790,1197,13,97,23969,140
9230,191717,1701,1202,141,11,174142,140
9231,8039,228,415,15,41,9642,140
9232,931,372,713,6,0,1985,29
9233,1124,309,681,4,58,2961,134
9234,30944,287,905,38,42,31135,127
9235,2567,154,354,1,21,2985,132
9236,18467,451,322,36,216,26797,140
9237,417,194,399,1,97,1298,140
9238,16001,1950,1874,20,6,15474,140
9239,152,214,227,10,58,3321,130
9240,2954,313,377,5,251,10849,140
9241,62847,2435,1561,86,18,73628,140
9242,146994,719,1216,91,145,98327,139
9243,12380,884,266,24,11,8290,138
9244,13863,363,525,14,8,15706,140
9245,655,78,99,1,135,814,140
9246,16001,1950,1874,20,41,15474,140
9247,5187,316,497,7,42,4969,140
9248,2478,422,887,6,42,4101,140
9249,1863,304,628,2,23,3010,140
9250,10532,862,798,32,21,40558,132
9251,2200,180,192,1,1,3102,101
9252,138370,19102,2103,287,42,151683,140
9253,66638,1300,1607,36,21,26274,132
9254,14484,1033,2249,104,0,30917,140
9255,1675,350,260,7,42,14041,140
9256,147,70,69,3,0,5319,129
9257,54052,197,510,18,207,33330,110
9258,3968,286,1079,10,7,12125,140
9259,3509,2335,22,21,42,7640,140
9260,28283,1644,2428,32,14,63598,144
9261,13863,363,525,14,42,15706,140
9262,350,70,339,10,251,15102,140
9263,9,64,150,1,43,260,152
9264,3968,286,1079,10,55,12125,140
9265,5857,370,509,20,135,4338,140
9266,4308,627,765,9,4,6793,80
9267,54052,197,510,18,124,33330,86
9268,1155,126,291,4,11,2347,140
9269,188807,3619,4008,144,102,147218,140
9270,1239,204,298,4,14,3981,144
9271,28220,418,442,45,115,38983,144
9272,6758,795,157,9,42,23169,140
9273,2201,1310,1593,13,0,5631,100
9274,30262,808,1561,34,1,58920,81
9275,6737,1235,3461,38,35,13587,136
9276,576,73,118,4,3,1619,104
9277,943,64,18,1,0,1298,122
9278,5187,316,497,7,0,4969,55
9279,19905,225,73,27,4,19952,140
9280,10532,862,798,32,42,40558,140
9281,8191,909,2586,4,0,8875,109
9282,711,98,202,1,0,1796,115
9283,5854,699,402,25,4,50134,136
9284,41598,1145,1149,26,6,20430,140
9285,7053,564,946,8,58,21040,134
9286,30605,117,144,10,11,16698,140
9287,84184,2324,4564,74,0,77152,52
9288,32,20,158,0,41,69,140
9289,6758,795,157,9,23,23169,144
9290,19905,225,73,27,42,19952,140
9291,1946,63,185,2,13,2501,125
9292,106639,713,740,122,41,82033,140
9293,13782,914,187,21,42,45341,140
9294,1526,726,1579,9,116,5162,137
9295,4608,1689,1726,10,4,6458,94
9296,3911,404,733,4,42,24713,140
9297,8039,228,415,15,1,9642,140
9298,342,94,690,1,1066,1989,148
9299,463,652,886,12,0,3969,103
9300,5187,316,497,7,48,4969,140
9301,233,228,521,1,48,794,140
9302,417,194,399,1,27,1298,140
9303,2864,407,912,2,97,3950,140
